CONTENT-SHARED-NAV-PIACI-TRENDEK	Fő navigáció — Piaci trendek	Piaci trendek	Minden oldal — fejléc navigáció	Statikus szöveg, a kezdőoldalra (index.html#trends) mutató nav-link felirata.
SALARY-IT-SAP-CONSULTANT-SENIOR-SZINT	SAP Consultant (Senior) — szint	Senior	Bérek — IT terület, „SAP Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-SAP-CONSULTANT-SENIOR-MIN	SAP Consultant (Senior) — min	1700000	Bérek — IT terület, „SAP Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SAP-CONSULTANT-SENIOR-MAX	SAP Consultant (Senior) — max	2800000	Bérek — IT terület, „SAP Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-DYNAMICS-365-CONSULTANT-JUNIOR-SZINT	Dynamics 365 Consultant (Junior) — szint	Junior	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-DYNAMICS-365-CONSULTANT-JUNIOR-MIN	Dynamics 365 Consultant (Junior) — min	900000	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-DYNAMICS-365-CONSULTANT-JUNIOR-MAX	Dynamics 365 Consultant (Junior) — max	1300000	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-DYNAMICS-365-CONSULTANT-MEDIOR-SZINT	Dynamics 365 Consultant (Medior) — szint	Medior	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-DYNAMICS-365-CONSULTANT-MEDIOR-MIN	Dynamics 365 Consultant (Medior) — min	1300000	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-DYNAMICS-365-CONSULTANT-MEDIOR-MAX	Dynamics 365 Consultant (Medior) — max	1800000	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-DYNAMICS-365-CONSULTANT-SENIOR-SZINT	Dynamics 365 Consultant (Senior) — szint	Senior	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-DYNAMICS-365-CONSULTANT-SENIOR-MIN	Dynamics 365 Consultant (Senior) — min	1800000	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-DYNAMICS-365-CONSULTANT-SENIOR-MAX	Dynamics 365 Consultant (Senior) — max	2300000	Bérek — IT terület, „Dynamics 365 Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SALESFORCE-CONSULTANT-JUNIOR-SZINT	Salesforce Consultant (Junior) — szint	Junior	Bérek — IT terület, „Salesforce Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-SALESFORCE-CONSULTANT-JUNIOR-MIN	Salesforce Consultant (Junior) — min	900000	Bérek — IT terület, „Salesforce Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SALESFORCE-CONSULTANT-JUNIOR-MAX	Salesforce Consultant (Junior) — max	1300000	Bérek — IT terület, „Salesforce Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SALESFORCE-CONSULTANT-MEDIOR-SZINT	Salesforce Consultant (Medior) — szint	Medior	Bérek — IT terület, „Salesforce Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-SALESFORCE-CONSULTANT-MEDIOR-MIN	Salesforce Consultant (Medior) — min	1300000	Bérek — IT terület, „Salesforce Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SALESFORCE-CONSULTANT-MEDIOR-MAX	Salesforce Consultant (Medior) — max	1800000	Bérek — IT terület, „Salesforce Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SALESFORCE-CONSULTANT-SENIOR-SZINT	Salesforce Consultant (Senior) — szint	Senior	Bérek — IT terület, „Salesforce Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-SALESFORCE-CONSULTANT-SENIOR-MIN	Salesforce Consultant (Senior) — min	1900000	Bérek — IT terület, „Salesforce Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SALESFORCE-CONSULTANT-SENIOR-MAX	Salesforce Consultant (Senior) — max	2400000	Bérek — IT terület, „Salesforce Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SERVICENOW-CONSULTANT-JUNIOR-SZINT	ServiceNow Consultant (Junior) — szint	Junior	Bérek — IT terület, „ServiceNow Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-SERVICENOW-CONSULTANT-JUNIOR-MIN	ServiceNow Consultant (Junior) — min	1000000	Bérek — IT terület, „ServiceNow Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SERVICENOW-CONSULTANT-JUNIOR-MAX	ServiceNow Consultant (Junior) — max	1400000	Bérek — IT terület, „ServiceNow Consultant” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SERVICENOW-CONSULTANT-MEDIOR-SZINT	ServiceNow Consultant (Medior) — szint	Medior	Bérek — IT terület, „ServiceNow Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-SERVICENOW-CONSULTANT-MEDIOR-MIN	ServiceNow Consultant (Medior) — min	1400000	Bérek — IT terület, „ServiceNow Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SERVICENOW-CONSULTANT-MEDIOR-MAX	ServiceNow Consultant (Medior) — max	1800000	Bérek — IT terület, „ServiceNow Consultant” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SERVICENOW-CONSULTANT-SENIOR-SZINT	ServiceNow Consultant (Senior) — szint	Senior	Bérek — IT terület, „ServiceNow Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-SERVICENOW-CONSULTANT-SENIOR-MIN	ServiceNow Consultant (Senior) — min	1900000	Bérek — IT terület, „ServiceNow Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-SERVICENOW-CONSULTANT-SENIOR-MAX	ServiceNow Consultant (Senior) — max	2400000	Bérek — IT terület, „ServiceNow Consultant” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-UX-UI-DESIGNER-JUNIOR-SZINT	UX/UI Designer (Junior) — szint	Junior	Bérek — IT terület, „UX/UI Designer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-UX-UI-DESIGNER-JUNIOR-MIN	UX/UI Designer (Junior) — min	700000	Bérek — IT terület, „UX/UI Designer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-UX-UI-DESIGNER-JUNIOR-MAX	UX/UI Designer (Junior) — max	900000	Bérek — IT terület, „UX/UI Designer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-UX-UI-DESIGNER-MEDIOR-SZINT	UX/UI Designer (Medior) — szint	Medior	Bérek — IT terület, „UX/UI Designer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-UX-UI-DESIGNER-MEDIOR-MIN	UX/UI Designer (Medior) — min	1000000	Bérek — IT terület, „UX/UI Designer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-UX-UI-DESIGNER-MEDIOR-MAX	UX/UI Designer (Medior) — max	1400000	Bérek — IT terület, „UX/UI Designer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-UX-UI-DESIGNER-SENIOR-SZINT	UX/UI Designer (Senior) — szint	Senior	Bérek — IT terület, „UX/UI Designer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-UX-UI-DESIGNER-SENIOR-MIN	UX/UI Designer (Senior) — min	1500000	Bérek — IT terület, „UX/UI Designer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-UX-UI-DESIGNER-SENIOR-MAX	UX/UI Designer (Senior) — max	1900000	Bérek — IT terület, „UX/UI Designer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-JAVA-DEVELOPER-JUNIOR-SZINT	Java Developer (Junior) — szint	Junior	Bérek — IT terület, „Java Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-JAVA-DEVELOPER-JUNIOR-MIN	Java Developer (Junior) — min	900000	Bérek — IT terület, „Java Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-JAVA-DEVELOPER-JUNIOR-MAX	Java Developer (Junior) — max	1200000	Bérek — IT terület, „Java Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-JAVA-DEVELOPER-MEDIOR-SZINT	Java Developer (Medior) — szint	Medior	Bérek — IT terület, „Java Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-JAVA-DEVELOPER-MEDIOR-MIN	Java Developer (Medior) — min	1300000	Bérek — IT terület, „Java Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-JAVA-DEVELOPER-MEDIOR-MAX	Java Developer (Medior) — max	1700000	Bérek — IT terület, „Java Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-JAVA-DEVELOPER-SENIOR-SZINT	Java Developer (Senior) — szint	Senior	Bérek — IT terület, „Java Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-JAVA-DEVELOPER-SENIOR-MIN	Java Developer (Senior) — min	1800000	Bérek — IT terület, „Java Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-JAVA-DEVELOPER-SENIOR-MAX	Java Developer (Senior) — max	2200000	Bérek — IT terület, „Java Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-NET-DEVELOPER-JUNIOR-SZINT	.NET Developer (Junior) — szint	Junior	Bérek — IT terület, „.NET Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-NET-DEVELOPER-JUNIOR-MIN	.NET Developer (Junior) — min	900000	Bérek — IT terület, „.NET Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-NET-DEVELOPER-JUNIOR-MAX	.NET Developer (Junior) — max	1200000	Bérek — IT terület, „.NET Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-NET-DEVELOPER-MEDIOR-SZINT	.NET Developer (Medior) — szint	Medior	Bérek — IT terület, „.NET Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-NET-DEVELOPER-MEDIOR-MIN	.NET Developer (Medior) — min	1200000	Bérek — IT terület, „.NET Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-NET-DEVELOPER-MEDIOR-MAX	.NET Developer (Medior) — max	1600000	Bérek — IT terület, „.NET Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-NET-DEVELOPER-SENIOR-SZINT	.NET Developer (Senior) — szint	Senior	Bérek — IT terület, „.NET Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-NET-DEVELOPER-SENIOR-MIN	.NET Developer (Senior) — min	1600000	Bérek — IT terület, „.NET Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-NET-DEVELOPER-SENIOR-MAX	.NET Developer (Senior) — max	2000000	Bérek — IT terület, „.NET Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-PYTHON-DEVELOPER-JUNIOR-SZINT	Python Developer (Junior) — szint	Junior	Bérek — IT terület, „Python Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-PYTHON-DEVELOPER-JUNIOR-MIN	Python Developer (Junior) — min	900000	Bérek — IT terület, „Python Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-PYTHON-DEVELOPER-JUNIOR-MAX	Python Developer (Junior) — max	1200000	Bérek — IT terület, „Python Developer” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-PYTHON-DEVELOPER-MEDIOR-SZINT	Python Developer (Medior) — szint	Medior	Bérek — IT terület, „Python Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-PYTHON-DEVELOPER-MEDIOR-MIN	Python Developer (Medior) — min	1200000	Bérek — IT terület, „Python Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-PYTHON-DEVELOPER-MEDIOR-MAX	Python Developer (Medior) — max	1600000	Bérek — IT terület, „Python Developer” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-PYTHON-DEVELOPER-SENIOR-SZINT	Python Developer (Senior) — szint	Senior	Bérek — IT terület, „Python Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-PYTHON-DEVELOPER-SENIOR-MIN	Python Developer (Senior) — min	1600000	Bérek — IT terület, „Python Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-PYTHON-DEVELOPER-SENIOR-MAX	Python Developer (Senior) — max	2000000	Bérek — IT terület, „Python Developer” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-JUNIOR-SZINT	Frontend Developer (React/Angular) (Junior) — szint	Junior	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-JUNIOR-MIN	Frontend Developer (React/Angular) (Junior) — min	900000	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-JUNIOR-MAX	Frontend Developer (React/Angular) (Junior) — max	1100000	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Junior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-MEDIOR-SZINT	Frontend Developer (React/Angular) (Medior) — szint	Medior	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-MEDIOR-MIN	Frontend Developer (React/Angular) (Medior) — min	1100000	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-MEDIOR-MAX	Frontend Developer (React/Angular) (Medior) — max	1500000	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Medior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-SENIOR-SZINT	Frontend Developer (React/Angular) (Senior) — szint	Senior	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Tapasztalati szint (Junior/Medior/Senior/Team Leader/Manager), vagy üres, ha a pozíciónak nincs szint szerinti bontása.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-SENIOR-MIN	Frontend Developer (React/Angular) (Senior) — min	1600000	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Vállalatok által kínált bér — havi bruttó Ft. Típus: egész szám.
SALARY-IT-FRONTEND-DEVELOPER-REACT-ANGULAR-SENIOR-MAX	Frontend Developer (React/Angular) (Senior) — max	2000000	Bérek — IT terület, „Frontend Developer (React/Angular)” pozíció (Senior)	Adatvezérelt: IDBC_bertabla Google Sheet, WEB_BERTABLA_IMPORT fül (data/build-salary-data.py). Jelöltek által elvárt bér — havi bruttó Ft. Típus: egész szám.
